ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2023-01-01,22645.516060340004,20261.72120711241,21526.803363236926,22645.516060340004,22645.516060340004,-1746.0978488805267,-1746.0978488805267,-1746.0978488805267,-1746.0978488805267,-1746.0978488805267,-1746.0978488805267,0.0,0.0,0.0,20899.418211459477
2023-02-01,22819.93950013714,23370.33679853117,24615.53932386854,22819.93950013714,22819.93950013714,1197.0741392650752,1197.0741392650752,1197.0741392650752,1197.0741392650752,1197.0741392650752,1197.0741392650752,0.0,0.0,0.0,24017.013639402216
2023-03-01,22977.483238230474,22934.322849886994,24166.04155965536,22977.483238230474,22977.483238230474,621.8034745423515,621.8034745423515,621.8034745423515,621.8034745423515,621.8034745423515,621.8034745423515,0.0,0.0,0.0,23599.286712772824
2023-04-01,23151.906637138123,20574.989497989685,21801.87531933097,23151.906637138123,23151.906637138123,-1977.8526372193303,-1977.8526372193303,-1977.8526372193303,-1977.8526372193303,-1977.8526372193303,-1977.8526372193303,0.0,0.0,0.0,21174.053999918793
2023-05-01,23320.703480767363,19462.47217329898,20699.482288438576,23320.703480767363,23320.703480767363,-3254.1816543781747,-3254.1816543781747,-3254.1816543781747,-3254.1816543781747,-3254.1816543781747,-3254.1816543781747,0.0,0.0,0.0,20066.521826389187
2023-06-01,23495.126887056394,25587.685899861495,26798.15542917708,23495.126887056394,23495.126887056394,2697.081168338016,2697.081168338016,2697.081168338016,2697.081168338016,2697.081168338016,2697.081168338016,0.0,0.0,0.0,26192.20805539441
2023-07-01,23663.82271297007,25300.779069073375,26550.060500750926,23663.82271297007,23663.82271297007,2220.5264321636646,2220.5264321636646,2220.5264321636646,2220.5264321636646,2220.5264321636646,2220.5264321636646,0.0,0.0,0.0,25884.349145133736
2023-08-01,23837.662751409644,19621.970876663006,20815.914643976997,23837.662751409644,23837.662751409644,-3597.3628914084306,-3597.3628914084306,-3597.3628914084306,-3597.3628914084306,-3597.3628914084306,-3597.3628914084306,0.0,0.0,0.0,20240.299860001214
2023-09-01,24011.18415001132,22586.015451030766,23843.60148521135,24011.18415001132,24011.18415001132,-782.2480097961545,-782.2480097961545,-782.2480097961545,-782.2480097961545,-782.2480097961545,-782.2480097961545,0.0,0.0,0.0,23228.936140215163
2023-10-01,24178.22096090552,23574.344948777853,24818.184890193934,24178.22096090552,24178.22096090552,-2.89741997781096,-2.89741997781096,-2.89741997781096,-2.89741997781096,-2.89741997781096,-2.89741997781096,0.0,0.0,0.0,24175.32354092771
2023-11-01,24349.92023548966,24363.768841554207,25607.767041879077,24349.92023548966,24349.92023548966,623.3945690398747,623.3945690398747,623.3945690398747,623.3945690398747,623.3945690398747,623.3945690398747,0.0,0.0,0.0,24973.314804529535
2023-12-01,24515.514340159007,24482.143232751387,25657.003027173672,24515.514340159007,24515.514340159007,561.5019476052486,561.5019476052486,561.5019476052486,561.5019476052486,561.5019476052486,561.5019476052486,0.0,0.0,0.0,25077.016287764254
2024-01-01,24685.729344688214,21777.389090642715,23003.183675864308,24685.729344688214,24685.729344688214,-2290.6051737677085,-2290.6051737677085,-2290.6051737677085,-2290.6051737677085,-2290.6051737677085,-2290.6051737677085,0.0,0.0,0.0,22395.124170920506
2024-02-01,24520.091524408577,25794.81262824254,27006.936600324487,24520.091524408577,24520.091524408577,1893.9757492241195,1893.9757492241195,1893.9757492241195,1893.9757492241195,1893.9757492241195,1893.9757492241195,0.0,0.0,0.0,26414.067273632696
2024-03-01,24364.02169806124,24668.786988191365,25870.74058822927,24364.02169806124,24364.02169806124,888.4562018669136,888.4562018669136,888.4562018669136,888.4562018669136,888.4562018669136,888.4562018669136,0.0,0.0,0.0,25252.47789992815
2024-04-01,24195.91744075594,23755.278141379447,24932.46211601438,24195.91744075594,24195.91744075594,160.6138048717868,160.6138048717868,160.6138048717868,160.6138048717868,160.6138048717868,160.6138048717868,0.0,0.0,0.0,24356.531245627728
2024-05-01,24032.87910501366,21577.843260981834,22810.34790116785,24032.87910501366,24032.87910501366,-1855.4235861106524,-1855.4235861106524,-1855.4235861106524,-1855.4235861106524,-1855.4235861106524,-1855.4235861106524,0.0,0.0,0.0,22177.455518903007
2024-06-01,23864.40608465742,21645.786167440867,22838.479931279406,23864.40608465742,23864.40608465742,-1636.9831918110929,-1636.9831918110929,-1636.9831918110929,-1636.9831918110929,-1636.9831918110929,-1636.9831918110929,0.0,0.0,0.0,22227.422892846327
2024-07-01,23701.367656139606,23430.342751183776,24641.99933971858,23701.367656139606,23701.367656139606,341.5900472013578,341.5900472013578,341.5900472013578,341.5900472013578,341.5900472013578,341.5900472013578,0.0,0.0,0.0,24042.957703340962
2024-08-01,23532.894616259913,26207.727944360377,27442.319046136126,23532.894616259913,23532.894616259913,3302.677504469962,3302.677504469962,3302.677504469962,3302.677504469962,3302.677504469962,3302.677504469962,0.0,0.0,0.0,26835.572120729874
2024-09-01,23364.421562906537,19482.073787858113,20728.260199010263,23364.421562906537,23364.421562906537,-3223.4561938841784,-3223.4561938841784,-3223.4561938841784,-3223.4561938841784,-3223.4561938841784,-3223.4561938841784,0.0,0.0,0.0,20140.965369022357
2024-10-01,23201.383141593407,20930.68173460872,22192.017250403125,23201.383141593407,23201.383141593407,-1650.463995200655,-1650.463995200655,-1650.463995200655,-1650.463995200655,-1650.463995200655,-1650.463995200655,0.0,0.0,0.0,21550.919146392753
2024-11-01,23032.9101062365,24998.464558291245,26167.50155438911,23032.9101062365,23032.9101062365,2507.697121545003,2507.697121545003,2507.697121545003,2507.697121545003,2507.697121545003,2507.697121545003,0.0,0.0,0.0,25540.607227781504
2024-12-01,22869.87168492337,21392.557324441903,22666.45290126675,22869.87168492337,22869.87168492337,-823.3673479641013,-823.3673479641013,-823.3673479641013,-823.3673479641013,-823.3673479641013,-823.3673479641013,0.0,0.0,0.0,22046.50433695927
2025-01-01,22701.398649566465,21421.67452239911,22710.19648673495,22701.398649566465,22701.398649566465,-642.3694880050977,-642.3694880050977,-642.3694880050977,-642.3694880050977,-642.3694880050977,-642.3694880050977,0.0,0.0,0.0,22059.029161561368
2025-02-01,22532.925614209562,21687.883009953806,22996.52564090246,22532.925614209562,22532.925614209562,-187.57875691207641,-187.57875691207641,-187.57875691207641,-187.57875691207641,-187.57875691207641,-187.57875691207641,0.0,0.0,0.0,22345.346857297485
2025-03-01,22380.756420983973,22598.743334985193,23827.175248801173,22380.756420983973,22380.756420983973,817.5509875865616,817.5509875865616,817.5509875865616,817.5509875865616,817.5509875865616,817.5509875865616,0.0,0.0,0.0,23198.307408570534
2025-03-31,22217.717999670836,18189.571214454165,19361.332801122007,22207.462798134744,22229.49320013988,-3404.7337823523544,-3404.7337823523544,-3404.7337823523544,-3404.7337823523544,-3404.7337823523544,-3404.7337823523544,0.0,0.0,0.0,18812.98421731848
2025-04-30,22054.679578357707,17400.78558811791,18628.55427330178,22022.77792416041,22090.43843209644,-4023.3560475394283,-4023.3560475394283,-4023.3560475394283,-4023.3560475394283,-4023.3560475394283,-4023.3560475394283,0.0,0.0,0.0,18031.323530818278
2025-05-31,21886.2065430008,26872.393052088348,28085.7507924333,21825.154502723188,21954.228821233024,5632.478077022724,5632.478077022724,5632.478077022724,5632.478077022724,5632.478077022724,5632.478077022724,0.0,0.0,0.0,27518.684620023523
2025-06-30,21723.16812168767,24296.430129435277,25583.95422907768,21624.283690506916,21831.3521603576,3236.1791338545763,3236.1791338545763,3236.1791338545763,3236.1791338545763,3236.1791338545763,3236.1791338545763,0.0,0.0,0.0,24959.34725554225
2025-07-31,21554.695086330765,12754.273568487339,13995.393086450274,21412.621641687005,21705.48269131082,-8194.964175051291,-8194.964175051291,-8194.964175051291,-8194.964175051291,-8194.964175051291,-8194.964175051291,0.0,0.0,0.0,13359.730911279474
2025-08-31,21386.22205097386,21696.410934716703,23023.263209159813,21187.036174170997,21590.62882313006,1012.2921596261772,1012.2921596261772,1012.2921596261772,1012.2921596261772,1012.2921596261772,1012.2921596261772,0.0,0.0,0.0,22398.51421060004
2025-09-30,21223.18362966073,21623.14890865184,22924.238791356955,20972.274647413175,21483.020368941598,1041.192020421065,1041.192020421065,1041.192020421065,1041.192020421065,1041.192020421065,1041.192020421065,0.0,0.0,0.0,22264.375650081794
2025-10-31,21054.710594303822,19697.214076312455,21114.92716177833,20735.5906413589,21374.22391029269,-653.0866902813532,-653.0866902813532,-653.0866902813532,-653.0866902813532,-653.0866902813532,-653.0866902813532,0.0,0.0,0.0,20401.62390402247
2025-11-30,20891.672172990693,21691.097111629315,23097.746837142422,20511.295860500122,21271.874821078745,1489.2044411519191,1489.2044411519191,1489.2044411519191,1489.2044411519191,1489.2044411519191,1489.2044411519191,0.0,0.0,0.0,22380.876614142613
2025-12-31,20723.199137633786,16591.234352241434,18172.41210723079,20268.649204926907,21167.74013432149,-3363.426737524043,-3363.426737524043,-3363.426737524043,-3363.426737524043,-3363.426737524043,-3363.426737524043,0.0,0.0,0.0,17359.772400109745
